,ComplaintTrain,ComplaintTrainLabel,EmotionTrain,EmotionTrainLabel,SentimentTrain,SentimentTrainLabel,SeverityTrain,SeverityTrainLabel
1914,. . sorry about your team but they replied saying they cannot check and help me with the transaction if i do not download the imobile app . that is a bit strange .,1,hello sir ma m my hdfc ac . 50100230155980 i got deduction of 590rs for my debit card yearly charge but while issuing this card no one informed me for this please return my money and i will return this card to you otherwise i will be bound to cls acnt,2,8 . mutual funds this is probably going to be your first investment . and can yield great returns in the long term . so you better understand mutual funds well . and invest in them from your very first salary .,2,when will and add ada ? these platforms advertise as being the best but they don t even offer one of the top 10 projects in the crypto space . cryptocurrency cardano,4
1915,good morning ! omicron hampered the recovery of delta air lines which reported a 408 million quarterly loss and tpg has the year s first big stock market debut . more business news in our live briefing,0,i had made a credit card payment on 1st jan . details as below . the transaction failed but the amount got deducted from my account . can you please help resolve the same .,5,can i collect form 35 on my friends behalf from the branch ? let me know asap it s urgent . she already sent an email to the branch but no response yet,0,does you have system in place for calling back when the atm transaction fail . . 044 6160 7475 does this no belong to you,3
1916,the new mutual fund from is sharing notes and details nicely on it debut offering . best wishes to the team,0,well now my debit card had some fraud transactions on it took the money i was going to pay electric bill with . shit just keeps getting better and better,1,the new security policy nsp is taking away autonomy from the provinces to give it to financial institutions like the statebank and hopes for nationalcohesion and citizensprosperity !,2,i recommend asap crakk on instagram they can help you recover your account they did mine in 10 minutes i had to recommend them they are the best go check them out,4
1917,7 rings when i call my local branch no answer except an automated response telling me to call back before hanging up on me . such exemplary customer service great job .,1,daily am getting 5 6 calls for credit card . can you please ask your team to stop it immediately . hi am dipika from hdfc bank regarding personal loan and balance transfer strnge roi 10 . 25 if uand ur friends have any requirement means plz call to this no . 1400947508,5,i do not have a citi account but i own a citi credit card . my country is india,1,an amazing space about credit card got to learn about how one can get their first credit card and about the ecosystem . great interactive session thank youu sir thank you speaker s for sharing the knowledge .,4
1918,hello team . . there were 2 transactions still not received . . one was refund from irctc and other failed transaction from phonepe . kindly check at the earliest and do the needful . it is more than 5days no refund . one is 305 and other 474 . 72 .,1,scam was happened to me in the name of loan the transaction happened through paytm payments banks it was credited in icic bank . paytm was unable to recover the amount . kindly refer the pic,5,this is my first time with you and the experience is very bad . my transaction not confirmed even after 15 days of expected date . tagged u on twitter sent you mail but no reply . if first time so bad will i have to complaint everytime ?,0,this is rediculous . stop creating only money and wealth after cheating and frauding with customers . just do the needful for customers first . shame fraud,1
1919,is blockchain gaming people are always worried about the transaction speed because they worry about their transaction going to fail . how fast and secure is realrealmgame platform ? if the number of users spikes will transactions on realrealmgame get congested ?,1,they re impossible to reach . no one ever picks up the phone and you cannot get a response via email . contacting them won t change this from happening . i ve been dealing with this for years now . literally years .,5,crypto credit card jade green unboxing crypto cashback best crypto debit credit card ezlink card singapore cro cro visa debitcard cryptocard cashback netflix spotify link check mark button grab your card here free 25 usd,1,what about credit card debt ? does that disproportionately burden black borrowers too ? maybe cancel that as well . the problem is bankruptcy . you can t discharge it for student loans . bankruptcy is the process for having a debt burden to great . not taxpayers,4
1920,me i appear fine but deep down i know i should have started investing in mutual funds sooner . gi better late than never right ? mutualfunds investing,0,top 10 best sip mutual funds to invest in 2022,4,just experienced the epitome of bad customer service . never recieved the items and got told by the cs guys that i am lying to get the refund . worst badcustomersupport needmoretraining,0,lol no that would be cash . crypto adoption sucks and 99 of its use case is store of value and speculation . try again .,4
1921,find all deltron products here at kga enclosures . great low prices fast delivery times pay via bacs paypal credit card manufacturinguk electronics ukmfg mfg gbmfg madeinamerica madeinbritain engineering manufacturing manufacturers,0,republicans legislate for the rich . researchers at the institute on taxation and economic policy surveyed corporate financial reports for the first year the trump tax scam was in effect of the 379 profitable fortune 500 co . they found they paid an average tax rate of just 11,5,i have applied my hdfc credit card before 4months . still there is no update on this . and your customer support team is just saying to switch betn the options in ivr call but not giving any resolution regarding my cc,0,i have not received my refund yet . when will i receive it order id 27440 and also please tell me when your 7 8 days will be over to refund my money . stop making people fool .,1
1922,so any update on the vlp enhancements debit card international expansion desktop dark mode etc ? would be great if the community got an update . things seem way too quiet over there lately . hopefully something is brewing and you ll surprise us soon vgx,0,the start of the 2022 mortgage rate market we track which banks had the lowest home loan rate offers through 2021 and saw how low rates juiced up a nzhousingmarket where values now threaten to exceed five times our annual economic activity,0,worse worst worstest bank with customer support service i have come across . . my money has been with them since 8th dec 2021 . . till now no one has responded to all my complaint on almost all their platforms . . even facebook . my sister beware of scammers in disguise oo,0,upi transaction 135970262326 did not get credited to merchant but my account got deducted on 25th december . passbook on imobile says 27th as transaction date . mailed to cc not reply even after 3 business days . were did my money go ? ?,3
1923,indian economic growth not be impacted much by omicron dpiit secretary anurag jain the economic times via,0,it s just so wrong and unfair ! another issue is that a lot of the ill health refund policy for if you have to cancel because you or a close family member is suddenly taken ill doesn t cover anything self caused so anything mental health self harm etc . which makes me so angry .,0,it dose thats why i dont have a 9 to 5 when everyone in my family told me bitcoin was a scam i took the leap . now they ask me for advice on it funny how that happens . imagine if i had listened to them i would be living with so much regret . i can take failure but not regret .,2,begin the new year with offers from your favourite restaurants . from desi and italian to mughlai and chinese pick from the choicest kitchens and pamper yourself silly with exclusive coupon codes on your ujjivan sfb debit card . offer valid until may 31 2022 .,4
1924,i have applied for debit card . . and it is been 15 days . . i have not received my debit card . . is this ur good service ? very very bad experience from ur side,0,my bank keeps telling me my credit is great and to get a new credit card or a loan and like no ? ? i am dying here everything is on credit and it is k i l l i n g m e bc ! ! how will i pay it ! ! give me money not credit ! !,2,limited time offer 1 . 10 discount every month on life insurance term plan premium . 2 . 5 year to 50 year term plan option 3 . protect home condo business loan the lowest premium . insurancediscount discountinsurance voyagefinancialservice,1,save hassle and time with smarttouch game card readers . this cashless payment solution is engineered to work with less man hours easy to install operate and maintain . best of all you can do away with tokens and tickets . contact us and inquire now,4
1925,i had a crypto transaction fail and it still took my fee away from me . this feels scary,1,i was yesterday years old when i discovered there is 103 proof vodka . and it only cost 13 and change . so with the 11 in my pocket and scraps on my costco credit card i discovered a great pain killer .,3,yeah maybe binance us . i am already kycd there . . or for small amounts sending bitcoin to cashapp works good because you get a debit card with it . not sure how you transfer it to a bank from there though .,2,there is no single point of failure when there are multiple channels open per node . lightning network is decentralized . if one channel is broken because a node is down just route the payment through a different node channel . very robust and reliable .,4
1926,when you say cancel student debt you mean nobody has to pay for it ? great . then cancel all debt . credit card medical car loan and back taxes . i had no idea it was all so simple .,0,there is no dispute in this case . the person who transferred the amount and the one who received it by mistake both are following up with the bank . i have written consent of the person who received the money for transaction reversal . what s the dispute here ?,5,having established a market in india . now amanzon has started harrassing it is customers . it is cc executive have started abusing and rebuking it is customers . this is such an pathetic response . no resolution for a missing product .,0,still no response from your account specialist team . this is becoming an actual joke . i can t speak to an actual human . all via automated emails utterly ridiculous ! !,2
1927,transaction showing as succesful bit got failed no proper response received from 1mg customer care and paytm customer care service not available . . please help me problems solutions,1,after waiting for more than 36 min . . my call did not connected to and at end call was cut from bank side . . i was not able to talk . . worst poor pathetic disgusting services . . i hv simply click credit card having limit of 9400rs . .,0,nah the best reason is that when it gets skimmed the thieves are spending the bank s money rather than yours . you will get it back if someone swipes your debit card but that wait can be brutal if your budget is tight .,1,cash grab and profiteering by a public company during a pandemic .,4
1928,now i not able to understand how many days you require to refund my amount its already been 16 17 days please help has kept my money its more than 16 days now,1,i had paid for my credit card bill after excluding the merchant refund but still due to auto debit the payment was deducted automatically from my bank account today . can you please help me with this issue ?,2,bitcoin demand is rising because of thr failure of currencies around the world . it is a real viable solution which is ready to implement and is being implemented in countries which are suffering high inflation . what alternative is there which would cause btc demand to decrease ?,1,27 billion hours of videos watched . wow . great time for 5gsfor5g contest . 5g would completely pay off all credit card debt . cannot imagine going in to 2022 debt free . crossed fingers four leaf clover,4
1929,policy nos . are12 9910 00766011 00 and 12 9910 00766006 00 for maya s bhatt shailen bhatt . still no refund received . nobody is responding correctly . tapansinghal bagic very poor service and your employees are answering there is issue with our maximus portal . ridiculous,1,it s a single operation that may succeed or fail only . on success we make a commit on fail a rollback . a transaction increases data consistency but may cause performance issues .,5,united kingdom india deal would open huge opportunities for british businesses in india and vice versa in both goods and services said international trade secretary read her exclusive interview in backhand index pointing down more backhand index pointing down uk india,1,yes it is good as long as you consider it as a debit card . simple . smiling face with heart eyes,4
1930,. 5 pnb customer pnb customer care behavior lowest 5 pnb atm 500 transaction fail refund satisfactory 500,1,i had a word with customer care person and as per him he cannot support either i need to connect with flight to postpone this else all of money will go in wain as i cannot travel with my family in current situation .,5,anju good evening . fund house crypto blockchain nft metaverse web3 2009 mutual fund return crypto investor if you interested please dm,2,would you like to hear about a great investment opportunity i have on saving credit card charges ?,4
1931,name mitesh bharatbhai vasava . loan no 58615368 penalty rs . 7196 my laon closed in november 2021 bt without any information hfdc bank charge penlty now hdfc cm care harassment me please help asap hdfc please weieved off my charges,1,i got a call from hdfc stating my 1574 is pending on my car loan and that is why the noc is not relased . i got a link from hdfc bank to pay 1574 l . but after completing the payment it says payment failed but still 1598 . 78 was deducted . why ?,2,8 12 after gotabaya rajapaksa was elected president in 2019 he abandoned the fiscal and monetary policy conditions imposed by the imf three years earlier after another financial upheaval . taxes were cut and interest rates pushed down . the approach was not without merit .,2,got to youngstown just on time for the second set of movers to arrive . daughter and sil arrived and we sat and talked and had some wine . . great day ! ! they just left . i can find my cell chargers and i list my debit card getting gas . too much 4 me . i am going to bed now . all is well .,4
1932,tech and healthcare stocks should be a defensive play during this economy . walstreet is dead wrong .,0,no way its ur right to complain bc u are as crystal clear as possible and u know ppl can be weird or shady . its a bussiness transaction so its important !,5,better than entire mutual fund industry i suppose,2,then dnt go for it vasay bhi roi is less than 2 if rented also municipal taxes repair and maintenance all are extra . . you can get good returns in mutual fund than that . .,4
1933,had also received a confirmation of mdr on email but then too no response .,1,novak djokovic is currently stranded at melbourne airport and may not be granted a visa to get in . the australian government is doing its best to turn the country a laughing stock on the international stage .,3,i will be sure to pass your feedback . we offer a great freeze feature on our debit and credit cards until a member can get that card back in their hands . hj,2,how the economy has changed since georgia s last college football national championship aapl amzn f via,4
1934,good it is probably weaker then . one more push for shots then they will abandon shots and start charging for testing . it is all a pharma money grab,0,know the feeling ps5 went missing no response .,5,online exclusive the big giveaway is live with flat aed 100 off on everything ! use your coupon code before the limited stocks run out hurry ! use any debit card and get an additional 15 off with payit . sharafdg dsf dubaishoppingfestival tnc apply,2,learn about the current state of healthcare access with a focus on counties with the highest percentages of uninsured . panelists from the front lines will discuss financial benefits and policies aimed at increasing access .,4
1935,extention of 35a is shocking rbi had said amalgamation is on fast track reqst expedite andsave sr . citizens widows handicapped sick retail depositors it is our hard earned tax paid money 27months passed 200 depositorsdead pls return full money to real owners do not delay it is sos folded hands,1,i love credit card companies . congrats on paying off your card you are doing great at managing your credit . also your score has dropped by 5 points . . suck it nerd . get in debt so we can make money,4,hi there . how do i log into my online account when a my debit card has expired and i was not sent a new one and b the pinsentry readers i have no longer work ? cannot use the app either because of point a .,0,loan on two wheeler pb17c0467 and cleared but till now your branch denied to give noc and i am at bank till now no again same behaviour asking money more n more this is bullshit india worst bank i have ever experienced . help me other i will take consumer help .,2
1936,you know the best part ? uk visas and immigration clearly my credit card has not been charged . yet you have illegally held my money for last 16 days . you refused to return the money for one claim already and on another you have kept commission . who authorised you ?,0,i made a transaction on app and they initiated refund of that transaction on same day but till now i have not received at,5,sinjimoru card holder for back of phone stick on wallet functioning as credit card holder phone wallet and iphone card holder card wallet for cell phone . sinji pouch basic 2 black in search of great products . amazonaffiliate paidlink23,1,here s why these bitcoin dips do not matter to me . fiat is corrupted and on a path to failure . the fed and treasury create as much as they want at our expense and this is why every fiat in history has failed . why in the world would i sell any value asset for fiat ?,4
1937,rs . 236 deducted from my account for debit card reissuance that was hotlisted by your team only . please refund .,1,the biggest opportunity to increase the capital i have and based on my own research i will invest in babydogecoin 1 . the community is very strong 2 . the project in progress is very good 3 . rewards for owners 4 . auto and manual burn 5 . metaverse 6 . debit card etc babydogefamily,3,the open border policy of the president s administration has created a health crisis as well as a financial crisis and states across the nation are being forced to pay for the reckless abandonment of the rule of law .,0,plz increase salary wages of casual labours of sampark 69 rcc 35 brtf . they are getting less than rs 440 per day plz increase it to rs 600 day . they r working in harsh snow in day and also in night for the nation .,3
1938,republican sen . roger marshall will be introducing the financial accountability for uniquely compensated individuals fauci act after he said infectious disease expert anthony fauci s records were not readily accessible to the public .,0,i think this attitude is changing amongst the local community . many individuals and industries have been bearing the financial and psychological strain of a zero covid policy . constant testing possibility of being sent to pb not being with family over cny . it is taking a toll .,5,how is this possible today is 9 january and my account showing 10 jan 22 transactions . . this is big blunder,0,i am facing mental trauma bcz of the services provided by you . i do not need the credit card . to get a lifetime free i was ready to spend 1lakh in 3 months bcz of which i kept my expenses on hold . i need strict action to be taken on the person involved .,0
1939,if you see the thread of my tweets you come to know the way your company working . and i am expecting that my tweets will definitely help resolve my issue and improve your company poor working style . as of now no reply but expecting your reply soon .,1,no response atleast have some courtesy to respond,5,i msg in private but no use of that also . i mail 5o ur concept team but still no response . . totally waste of time and c category service of union bank . .,0,i have a current account in bangali square branch indore acct . no . 237005500268 bank has deducted 200 rs charges mentioning bulk transaction charges without any alert or mail . complained to bm requested for reversal but no body cares pathetic service,2
1940,indeed ! ! that s where a lot of leaders lose it . with a strong and exemplary personality you will be among the best . without that you will be a laughing stock of the world ! !,0,requesting for the best surprise ever red heart relieved face sparkles sparkles,3,how much time does it take to refund an amount paid twice for the same ride ? no response from ola even after twitter and email complaints . are you trying to rob my money ?,0,every year i am charged towards debit card banking charges being salary account holder with hdfc bank . charges are reverted every year by mr . pramod manager sector 50 noida and he does not give a sh t towards this and wants me to stop using hdfc .,0
1941,your service is curse to entire customer fraternity . if have not got the favour of govt and competed in open market nobody would have entered your branches . entire gov t bank fraternity also feels the burnt bcos of your bad services . evry customer examples sbi to coarse govt banks,1,hello . . i had sent an email payback . care on 10 dec 2021 to indusind bank to unblock my credit card . since then i have sent 2 reminder email but no response yet . kindly respond . i can share my details thru dm if needed .,5,is this godrej interio policy to harass customers and by taking all their money secure all the profits and sit in their comfort zone .,0,i have already shared my details in the dm . cancel my policy right away and issue the refund . also tell me the turn around time for someone from getting back to me .,2
1942,twitter at large is not great . just know the shirt fuckin rules and i would have def bought it if it wasn t for the whole pwt credit card situation . victory hand,0,investments investments what if i pay my bills through credit card and invest money in stocks for 40 days is it a good idea or to buy short term mutual fund or crypto ? please guide me . what pros and cons,4,you guys in hamilton get all the breaks air is 2 . 00 here in toronto . . good news you can forget the coins now and just tap your debit card,2,they won either way . and of course both parties acting on behalf of the financial industry pursued an anti labor trade policy for decades and ignored 40 straight years of wage stagnation and this is why people were forced into colleges in the first place,4
1943,hi i put too many notes in your atm depositing cash in the south to the tune of 740 it returned an error and its now stuck in there i tried waiting on phone for 1hr and a half but nothing . help please !,1,what video kyc useless bank i requested for loan but no one pnb branches ready to given loan amount one the other hand my cibil score is good then no one managers response to me,5,fraud bullying mentalharassment hdfc hdfccollectionfraud,0,people are always worried about the transaction speed because they worry about their transaction going to fail . how fast and secure is zomfi gaming platform ? if the number of users spikes will transactions on zomfi get congested ?,3
1944,we then exchanged information like secret agents in a cupboard . information of equal value was exchanged i told him my credit card pin and he told me all the members of paw patrol . i am great with kids,0,i am facing mental trauma bcz of the services provided by you . i do not need the credit card . to get a lifetime free i was ready to spend 1lakh in 3 months bcz of which i kept my expenses on hold . i need strict action to be taken on the person involved .,2,horrible customer service for saphhire reserve card holders aswell who pay 550 . . on hold for more than 1hr each day from last 3 days . not issuing tickets even after charging 100 more from original ticket as a change fees due to covid . . shame,0,we request you to share the bill desk transaction details at pgsupport to help you further .,3
1945,pls help me sir in getting refund back from lenovo india i bought a laptop which is defective and they are harassing a women on daily basis and not returning my money back pls help me sir pls docket no 3202161 u r my last hope,1,at time of application of credit card you told me it is lifetime free . but now added activation charges in my bill . pls remove it with gst . regards susheel 4890,5,good picking thumbs up . last few months mutual funds accumulation seen bearing industry stocks roaring new highs,2,this is why a dao ohm fork or capital collective with dedicated gaming experts managing the investments is what i m looking for . any type of xaas whether it be farming or nodes or whatever are the best way to attract boomer mutual fund money and onboard new users .,4
1946,amazon is showing me this thing since last 5 days will it go further or not no my request is not being completed no process is being completed please do something else maybe from here will not buy anything i will wait for your response,1,my name is devendra kumar ifft multi ethnic e fashan pvt ltd company add pilot no 366 sector 5 koshal puri khargpur gomti nagar es lucknow pin cod 226010 salary not coming and not given month of march and april and may andjune mob . 8929726785 uttar,5,kindly recheck the link page you have been given to me . i could not set the transaction date . i can complain only if i set a date . why the server down today . still not working .,0,you can imagine that but even cursory reading of acemoglu and robinson s why nations fail will provide you with transaction cost notions of state vs . market institutions and the key distinctions as transaction cost generators between central and decentralized market planning .,3
1947,these 500 would be great ! im on a credit card bill due to covid ! loudly crying face iamceezr,0,paid off my credit card and played xbox what a great new years eve this was,3,folded hands pls folded hands,0,worst customer care service . after debiting amount from account did not credit in beneficiary account and no response for complaint or even a courtesy to acknowledge emails . boycottpnb,2
1948,i am holding bbank long term it is a great project redefining banking . rocket the introduction of the crypto debit card to eu users is definitely going to accelerate the mass adoption and a gem that ought to be in every bag hundred points,0,very poor customer care service . . i have to wait ten days for this issue . it is my humble request . . kindly solve this issue on priority basis . i had a cancelled the policy . . please refund the amount as soon as possible .,5,there is no reason . at this point your debit card is just to get cash out for places that do not take cards . also for paying like internet bills verizon gives you a discount for using a debit card vs a credit card bc they do not need to pay a processing fee to the cc company,0,pls look ats the issue as took my money and not refunding . im chasing them since long .,3
1949,this is such a garbage take from and i did not hear anyone complaining post great recession and since when the fed was handing out free money and inflating the stock markets and other assets . repubs will politicize the issue that is all .,0,is this godrej interio policy to harass customers and by taking all their money secure all the profits and sit in their comfort zone .,0,coming soon ya very own life debit card spend your life anywhere mastercard visa is accepted 39 apy free tokens when staked spend them on in amazon walmart ebay home depot etc . i love life life is great enjoy it check out life lifecrypto,2,financials big tech stocks amd apple nvidia lead new buys by the best mutual funds via,4
1950,best mutual fund for 2022 mutualfunds stockmarketindia 2022newyear 2022goals financialfreedom,0,indeed the sturgeon show and using the scottish parliament to peddle her separatist grievance agenda is not what tax payers are paying for .,5,respected how harassed by me last 1month many tweet posted but no care of my issue also 2 complaint registered but till now no solutions i also tweet but no response from them kindly help me .,0,not able to make any online transaction neft imps not working . . plz help asap . .,3
1951,i enquired about pl closure and your charge of 4 . 72 of the loan outstanding as foreclosure charges for personal loans shooked me completely ! ! . y do you levy such hefty charge on pathetic middle class people like us . hdfc,1,there is no option regarding charge back complain and i did this transaction via debit card details,5,texell membership offers many privileges bonus rewards points with your debit card the best rates on loans credit cards and certificates and exceptional customer service . switch to something better . open your account today in just 4 minutes at,2,in some ways cryptocurrency s failure to scale beyond relatively nascent engineering is what makes it possible to consider the days early since objectively it has already been a decade or more . it has been a decade for bitcoin . eth is still a toddler .,4
1952,sorry to have kept you here waiting . if you are here about the special offer on triple changers i am afraid they are all on loan at the moment .,0,we have not been refunded our money and the cheque has bounced . maneesh agarwal and kapil from jaipur team are not picking calls either . team in calcutta please look into this .,5,what was your best investment that you made in 2021 ? was it in a mutual funds b stocks c cryptos d knowledge learning e time with your loved ones or something else ?,1,as i saw it put somewhere as long as property has a better roi than mutual funds people will treat property like an investment vehicle,4
1953,oh and the bitcoin mining and vax passports agendas are two parts of the depopulation agenda which the events in kazakhstan have shown to have failed . like the depopulation agenda was a 99 . 9 failure .,0,learn how financial institutions can find agility and be successful this year,4,i hope those make for as effective evidence as credit card receipts paying for transport of the mob to dc would . mainly i m concerned the qualities which would make garland a great justice would make him a disastrous snail of an ag .,2,this is the best news ever ! somebody needs to clip this monster s head before it is too late .,4
1954,sirji any response received yet against your representation ? if yes please share with all so that either we can take proper rest or die by working in such horrible situation . whatever it is do inform us immediately unlike mr tb who disclosed same on last day . thank you . .,1,with increasing number of indian students planning to study abroad majority of aspirants are applying for an overseas education loan to fund their international degree . however students prefer to apply for an education loan at lowest interest rates .,4,today i had lunch with one of my acquaintance in a neighbourhood restaurant . he suddenly asked me to suggest some good stocks or mutual fund for investing me do you have any investments as of now ? he yes i am an aggressive investor and have 15 lic policies . me folded hands,1,credit card isnt working so my new year gifts are delayed i have 2 random bald spots from bleaching i got more depressed bc of family i lost my two puppies and soon lose my birds that ive had for 3 years and my spotify wrapped was shit ! what a great way to end the year fr,4
1955,i am holding my salary account with citi bank from last 8 years . i want to apply for citi prestige credit card . nowhere i am getting option to contact my relationship manager if that exists nor the toll free 1860 210 2484 is reachable from past few days .,1,we found that the potential cost of delayed policy actions supports the urgency of our work on climate related risks to ensure that the financial system is resilient says ben gully osfi assistant superintendent .,3,sars cov2 is a us funded china leaked world wide failure of our biggest institutions government and media that has triggered a cascading descent into a world where no sain person can put their trust in authority . . but luckily with bitcoin you will not have to .,1,best retirement mutual funds 2022 in india mutualfunds mutualfund stockmarketindia stocks invest investments investment investing,4
1956,payment methods in mexico are the best i ve ever seen . you can send someone a code they enter in an atm to get cash . you can pay cash to any oxxo main convenience store and they will pay any debit card instantly for you .,0,there is some credit card showing on my number i do not remember if i applied for any in past . i do not have any details like cus id or card num . . i never activated any card or never used . please check from your end and close if any,5,dimon himself echoes this on just now saying four rate hikes in the next year should be very easy for the economy to absorb .,1,but it is just transitory . . and and and if it is not it is the corporation s fault . . noot the money printer . but it will not affect the middle class . it is all good . salaries rose 3 . yeah . yay !,4
1957,in the last 3 years i spent 13 eth worth transaction fees on the ethereum network and have earned 350 eth as roi if you know what you are doing your life changes along with your networth if you don t then all you do is complain all day,1,i went for the wheel and got 4 back on top of 5 bonus for amazon gift card . i red heart and stacking bitcoin if you want to stacksats with the best bitcoin debit card check it out here,3,if congress shall pass no law on citizens that does not apply equally to them does that mean we get to see all their transactions over 600 ? ?,0,when you re waiting for you tax refund forever call a republican senator to complain .,2
1958,use promo code scb150 and enjoy a max discount of inr 150 on orders from swiggy with your standard chartered credit debit card . now isn t that sweet ! applicable once per user per month . tandc apply . to know more standardchartered seasonofgifting,0,one great tip ! first impression the first impression is fundamental because it determines whether people follow you check more posts and engage with you . save time and money 14 day free trial . no credit card needed,4,i signed up for frontier airlines credit card because they were offering a great deal on miles . i proceeded to forget about it and when i checked my credit score 2 weeks later and saw a new card on my account i freaked out and thought my identity was stolen skull,0,your tf for bank or cards is not working . unable to confirm transaction . really frustrating start to 2022 .,2
1959,it was the rage . every diy forum advocated this fund . for all the noise i would think they should have done better . other than average performance i guess they underestimated the power of have a distribuion network .,0,i do not want any personal loan or credit card . getting almost 10 calls this week please stop it or let me know the process to raise a dnd request .,5,i order phonepe business qr code before 20 days but lo no any response to phone pay team and not provide qr code,0,in blockchain gaming people are always worried about the transaction speed because they worry about their transaction going to fail . how fast and secure is bcmhunt gaming platform ? if the number of users spikes will transactions on bcmhunt get congested ?,3
1960,fraud by flipkart . i ordered hard disk and got vim bar in the box . i escalated the issue and till return period executive told me that they will return but got no call and after return period they are denying . fraudsters i want my money,1,to make free cash with no credit card linking go to the app store and get clip clap you play games and make free cash you do not need to download any games i have made 20 dollars so far after a 3 days use which i think is great sign up today for free ios android etc !,3,is it possible to get an hdfc credit card based on the credit cards that i have with other banks ?,1,best trade on nvda . struggled early today and then missed all the great moves an hour later . we will call it a win for my boomer mutual funds . bbtfamily daytrading trading stocks stockmarket nasdaq,4
1961,there is two potential issues . 1 . is he getting in and out of the fund based on confidential info and 2 . is he choosing funds that focus on particular sectors that he knows will be affected ? so blind trusts would be best but mutual funds are far better than individual stocks .,0,the best thing about getting a new debit card is that i get to weed out the subscriptions i ve been too lazy to cancel .,4,there still no response from hdfcbank . i already mentioned to look into this on priority .,0,no solution it is just the rigidity shown by zomato . if you can not ensure qualityandrepeated complaint for same restaurant comes up you should ve some diff solution . y partial refund ? i also requested for pickup u guys just wasted time . this is anti customer policy .,2
1962,cannot transaction through upi .,1,what i m saying 200 in gas fees is more than a . 17 ada transaction fee . what you re saying i m going to act like i m smarter than everyone and say a bunch of things that have never happened and pretend that cardano is about to fail . and if you don t agree w me you re ignorant .,5,hiring falters in december as payrolls rise only 199 00 though the unemployment fell to 3 . 9 jobs hiring workers labor economy unemployment markets payroll,1,good morning ! consumer purchases from all over the world helped push china s trade surplus to its highest level ever last year and jpmorgan chase reports a record profit for last year . more business news in our live briefing,4
1963,i got a mail from you like you will revert me whithin 24 48hrs but it is been almost 4 days again no response,1,techmahindra is not paying my salary . please help,5,what service is this ? ? i sent email and its more than 72 hours still no response,0,ordered a lamp on 7 25 21 that was in stock until i placed the order . then 10 31 21 delivery . 10 31 now 11 30 . 11 30 now 12 29 . 12 29 now 2 15 22 . called a month ago . they purportedly spoke to the distributor with 12 29 guaranteed . worst customer service .,2
1964,5 n around 13 . 43hr the machine started working again but no message appeared for collecting the cash of my incomplete transactions . so i started a fresh transaction in response to which i entered the new otp for disbursal of amount which got debited to me in cash .,1,people are always worried about the transaction speed because they worry about their transaction going to fail . how fast and secure is platform ? if the number of users spikes will transactions on your token get congested ?,4,hello eric thank you for sharing your concern . the fee applies when the debit card is active however we have other channels like m banking equitel eazzy247 equity mobile app or online banking . these are great platforms for account access .,2,former and executive joining as cfo ahead of potential ipo . teodora gouneva supported successful ipos at both paypal and airbnb and also has extensive acumen in manda equity and debt financing .,4
1965,omicron muddies new normal for bankers if our competitors are meeting in person we get on a plane via,0,took credit card 20 days back exe . hide full info abt charge . trying to close loan exe asking high charge . called many time customer support no tkt shared said to check record phone line but doing nothing just disconnect my call . need justice .,2,so still no response from you ? for an individual like me this is a huge deal . that credit would go far in the form of an amazon credit to my account . promotional credit gift card i that amount perhaps ? to amazon that should be nothing . a small thing to a giant . .,0,your service is curse to entire customer fraternity . if have not got the favour of govt and competed in open market nobody would have entered your branches . entire gov t bank fraternity also feels the burnt bcos of your bad services . evry customer examples sbi to coarse govt banks,2
1966,i tried to reach a chase representative to report a fraudulent transaction but a plethora of automated voice responses deflected me from getting there . i tried so many different routes to finally get to speak to a real person . enraged face chase should fix this .,1,although many point to politics for rising gas prices tim mullaney explains that wallstreet and the industry as a whole are more to blame . how do you think this will affect businesses and the economy in 2022 ?,6,i see u with ur stable coin eyes best stay on top of ur game usdc i d say some shit to u but ur already on ur way out keep ur eyes open for,0,what a great economy . markets turning red again . inflation to the moon . food lines forming . this will be worse than 1929 .,4
1967,investments what if i pay my bills through credit card and invest money in stocks for 40 days is it a good idea or to buy short term mutual fund or crypto ? please guide me . what pros and cons,0,thankyou for finally refunding my money after 1 whole month and loads of hassle . thanks too,5,sound credit union members will receive the 7 . 00 sound credit union ticket special when purchasing tickets to any of our three games in january . when they use their sound credit union credit or debit card they will receive a ticket to the game for seven dollars .,2,why not invest in mutual funds ? they are experts . i have less time to devote to study markets so i put my money in funds that compound . returns are better than fd gold,4
1968,good 4 her queen please stop associating nfts to big business and financial gain . it is about the art doofus media outlet . always about the money for ya . . cryptocurrency nftcommunity ct,0,want to apply for private bank credit card . . i m tired of fucking poor pathetic disgusting services of i want to surrender my sbi simply click credit having limit of 9400rs . . raised complain in nch against sbi,1,we are not equal . as late as 199 i was denied a credit card by sears . my new husband no income except mine no credit worthiness was accepted . . my credit was great and i would been in the same well paying government job 20 years . just one example .,0,in blockchain gaming people are always worried about the transaction speed because they worry about their transaction going to fail . herb herb how fast and secure is kakanftworld gaming platform ? if the number of users spikes will transactions on kakanftworld get congested ?,3
